TAHUN;BULAN;RUTE;KODE;JENIS BANGUNAN;JML. SR;KATEGORI GOLONGAN;KONSUMSI (M3)
2024;SEPTEMBER;RUTE: A104;32;INSTANSI PEMERINTAH;3;Gol. III;236
2024;SEPTEMBER;RUTE: A104;33;NIAGA MENENGAH;1;Gol. III;211
2024;SEPTEMBER;RUTE: A105;13;RUMAH IBADAH;2;Gol. I;83
2024;SEPTEMBER;RUTE: A105;21;RUMAH TANGGA A;166;Gol. II;2664
2024;SEPTEMBER;RUTE: A105;24;RUMAH TANGGA B;66;Gol. II;1073
2024;SEPTEMBER;RUTE: A105;25;RUMAH TANGGA C;2;Gol. II;39
2024;SEPTEMBER;RUTE: A105;26;RUMAH TANGGA D;2;Gol. II;31
2024;SEPTEMBER;RUTE: A105;31;NIAGA KECIL;3;Gol. III;30
2024;SEPTEMBER;RUTE: A106;21;RUMAH TANGGA A;96;Gol. II;1181
2024;SEPTEMBER;RUTE: A106;22;YAYASAN SOSIAL;3;Gol. I;35
2024;SEPTEMBER;RUTE: A106;24;RUMAH TANGGA B;8;Gol. II;297
2024;SEPTEMBER;RUTE: A106;25;RUMAH TANGGA C;3;Gol. II;19
2024;SEPTEMBER;RUTE: A107;13;RUMAH IBADAH;2;Gol. I;34
2024;SEPTEMBER;RUTE: A107;21;RUMAH TANGGA A;25;Gol. II;455
2024;SEPTEMBER;RUTE: A107;24;RUMAH TANGGA B;160;Gol. II;3319
2024;SEPTEMBER;RUTE: A107;25;RUMAH TANGGA C;14;Gol. II;549
2024;SEPTEMBER;RUTE: A107;26;RUMAH TANGGA D;1;Gol. II;24
2024;SEPTEMBER;RUTE: A107;31;NIAGA KECIL;6;Gol. III;344
2024;SEPTEMBER;RUTE: A107;36;FIRE HYDRANT;1;Gol. I;10
2024;SEPTEMBER;RUTE: A108;13;RUMAH IBADAH;1;Gol. I;11
2024;SEPTEMBER;RUTE: A108;15;SEKOLAH NEGERI;1;Gol. III;5
2024;SEPTEMBER;RUTE: A108;21;RUMAH TANGGA A;68;Gol. II;1339
2024;SEPTEMBER;RUTE: A108;22;YAYASAN SOSIAL;1;Gol. I;19
2024;SEPTEMBER;RUTE: A108;24;RUMAH TANGGA B;281;Gol. II;4507
2024;SEPTEMBER;RUTE: A108;25;RUMAH TANGGA C;2;Gol. II;46
2024;SEPTEMBER;RUTE: A108;31;NIAGA KECIL;34;Gol. III;504
2024;SEPTEMBER;RUTE: A108;32;INSTANSI PEMERINTAH;9;Gol. III;351
2024;SEPTEMBER;RUTE: A108;46;TNI / POLRI;1;Gol. III;21
2024;SEPTEMBER;RUTE: A109;21;RUMAH TANGGA A;71;Gol. II;1218
2024;SEPTEMBER;RUTE: A109;22;YAYASAN SOSIAL;1;Gol. I;46
2024;SEPTEMBER;RUTE: A109;24;RUMAH TANGGA B;80;Gol. II;1318
2024;SEPTEMBER;RUTE: A109;25;RUMAH TANGGA C;2;Gol. II;55
2024;SEPTEMBER;RUTE: A109;31;NIAGA KECIL;6;Gol. III;311
2024;SEPTEMBER;RUTE: A109;32;INSTANSI PEMERINTAH;1;Gol. III;10
2024;SEPTEMBER;RUTE: A110;11;HIDRAN UMUM;1;Gol. I;15
2024;SEPTEMBER;RUTE: A110;13;RUMAH IBADAH;2;Gol. I;148
2024;SEPTEMBER;RUTE: A110;14;PANTI ASUHAN;1;Gol. I;63
2024;SEPTEMBER;RUTE: A110;15;SEKOLAH NEGERI;4;Gol. III;141
2024;SEPTEMBER;RUTE: A110;21;RUMAH TANGGA A;191;Gol. II;3134
2024;SEPTEMBER;RUTE: A110;22;YAYASAN SOSIAL;3;Gol. I;102
2024;SEPTEMBER;RUTE: A110;24;RUMAH TANGGA B;53;Gol. II;1052
2024;SEPTEMBER;RUTE: A110;25;RUMAH TANGGA C;1;Gol. II;71
2024;SEPTEMBER;RUTE: A110;26;RUMAH TANGGA D;1;Gol. II;130
2024;SEPTEMBER;RUTE: A110;31;NIAGA KECIL;2;Gol. III;27
2024;SEPTEMBER;RUTE: A111;13;RUMAH IBADAH;5;Gol. I;191
2024;SEPTEMBER;RUTE: A111;15;SEKOLAH NEGERI;4;Gol. III;231
2024;SEPTEMBER;RUTE: A111;21;RUMAH TANGGA A;117;Gol. II;2318
2024;SEPTEMBER;RUTE: A111;24;RUMAH TANGGA B;253;Gol. II;3918
2024;SEPTEMBER;RUTE: A111;25;RUMAH TANGGA C;5;Gol. II;93
2024;SEPTEMBER;RUTE: A111;26;RUMAH TANGGA D;1;Gol. II;18
2024;SEPTEMBER;RUTE: A111;31;NIAGA KECIL;43;Gol. III;1023
2024;SEPTEMBER;RUTE: A111;32;INSTANSI PEMERINTAH;7;Gol. III;626
2024;SEPTEMBER;RUTE: A111;33;NIAGA MENENGAH;1;Gol. III;164
2024;SEPTEMBER;RUTE: A112;13;RUMAH IBADAH;2;Gol. I;9
2024;SEPTEMBER;RUTE: A112;15;SEKOLAH NEGERI;1;Gol. III;102
2024;SEPTEMBER;RUTE: A112;21;RUMAH TANGGA A;181;Gol. II;2256
2024;SEPTEMBER;RUTE: A112;22;YAYASAN SOSIAL;1;Gol. I;0
2024;SEPTEMBER;RUTE: A112;23;RUMAH SAKIT PEMERINTAH;1;Gol. III;34
2024;SEPTEMBER;RUTE: A112;24;RUMAH TANGGA B;76;Gol. II;1346
2024;SEPTEMBER;RUTE: A112;31;NIAGA KECIL;15;Gol. III;208
2024;SEPTEMBER;RUTE: A112;32;INSTANSI PEMERINTAH;1;Gol. III;0
2024;SEPTEMBER;RUTE: A113;11;HIDRAN UMUM;1;Gol. I;4
2024;SEPTEMBER;RUTE: A113;13;RUMAH IBADAH;3;Gol. I;45
2024;SEPTEMBER;RUTE: A113;15;SEKOLAH NEGERI;2;Gol. III;20
2024;SEPTEMBER;RUTE: A113;21;RUMAH TANGGA A;253;Gol. II;3081
2024;SEPTEMBER;RUTE: A113;22;YAYASAN SOSIAL;3;Gol. I;16
2024;SEPTEMBER;RUTE: A113;24;RUMAH TANGGA B;110;Gol. II;2107
2024;SEPTEMBER;RUTE: A113;25;RUMAH TANGGA C;4;Gol. II;102
2024;SEPTEMBER;RUTE: A113;31;NIAGA KECIL;38;Gol. III;555
2024;SEPTEMBER;RUTE: A113;32;INSTANSI PEMERINTAH;3;Gol. III;92
2024;SEPTEMBER;RUTE: A114;13;RUMAH IBADAH;2;Gol. I;1
2024;SEPTEMBER;RUTE: A114;15;SEKOLAH NEGERI;1;Gol. III;12
2024;SEPTEMBER;RUTE: A114;21;RUMAH TANGGA A;48;Gol. II;788
2024;SEPTEMBER;RUTE: A114;24;RUMAH TANGGA B;106;Gol. II;1994
2024;SEPTEMBER;RUTE: A114;31;NIAGA KECIL;15;Gol. III;373
2024;SEPTEMBER;RUTE: A114;36;FIRE HYDRANT;1;Gol. I;4
2024;SEPTEMBER;RUTE: A115;13;RUMAH IBADAH;3;Gol. I;791
2024;SEPTEMBER;RUTE: A115;21;RUMAH TANGGA A;110;Gol. II;1856
2024;SEPTEMBER;RUTE: A115;22;YAYASAN SOSIAL;1;Gol. I;13
2024;SEPTEMBER;RUTE: A115;24;RUMAH TANGGA B;27;Gol. II;368
2024;SEPTEMBER;RUTE: A115;25;RUMAH TANGGA C;1;Gol. II;7
2024;SEPTEMBER;RUTE: A116;13;RUMAH IBADAH;1;Gol. I;20
2024;SEPTEMBER;RUTE: A116;21;RUMAH TANGGA A;12;Gol. II;248
2024;SEPTEMBER;RUTE: A116;24;RUMAH TANGGA B;107;Gol. II;1610
2024;SEPTEMBER;RUTE: A116;31;NIAGA KECIL;1;Gol. III;15
2024;SEPTEMBER;RUTE: A116;32;INSTANSI PEMERINTAH;1;Gol. III;7
2024;SEPTEMBER;RUTE: A117;13;RUMAH IBADAH;1;Gol. I;5
2024;SEPTEMBER;RUTE: A117;21;RUMAH TANGGA A;4;Gol. II;25
2024;SEPTEMBER;RUTE: A117;24;RUMAH TANGGA B;9;Gol. II;100
2024;SEPTEMBER;RUTE: A118;21;RUMAH TANGGA A;32;Gol. II;286
2024;SEPTEMBER;RUTE: A118;22;YAYASAN SOSIAL;1;Gol. I;176
2024;SEPTEMBER;RUTE: A118;24;RUMAH TANGGA B;78;Gol. II;1141
2024;SEPTEMBER;RUTE: A118;25;RUMAH TANGGA C;1;Gol. II;0
2024;SEPTEMBER;RUTE: A118;31;NIAGA KECIL;8;Gol. III;102
2024;SEPTEMBER;RUTE: A119;21;RUMAH TANGGA A;4;Gol. II;84
2024;SEPTEMBER;RUTE: A119;24;RUMAH TANGGA B;1;Gol. II;41
2024;SEPTEMBER;RUTE: A120;21;RUMAH TANGGA A;9;Gol. II;214
2024;SEPTEMBER;RUTE: A120;24;RUMAH TANGGA B;17;Gol. II;270
2024;SEPTEMBER;RUTE: A120;31;NIAGA KECIL;1;Gol. III;6
2024;SEPTEMBER;RUTE: A121;21;RUMAH TANGGA A;33;Gol. II;610
2024;SEPTEMBER;RUTE: A121;24;RUMAH TANGGA B;10;Gol. II;109
2024;SEPTEMBER;RUTE: A122;13;RUMAH IBADAH;1;Gol. I;0
2024;SEPTEMBER;RUTE: A122;21;RUMAH TANGGA A;52;Gol. II;1113
2024;SEPTEMBER;RUTE: A122;24;RUMAH TANGGA B;59;Gol. II;857
2024;SEPTEMBER;RUTE: A123;21;RUMAH TANGGA A;3;Gol. II;46
2024;SEPTEMBER;RUTE: A124;21;RUMAH TANGGA A;1;Gol. II;3
2024;SEPTEMBER;RUTE: A125;21;RUMAH TANGGA A;25;Gol. II;235
2024;SEPTEMBER;RUTE: A125;24;RUMAH TANGGA B;4;Gol. II;33
2024;SEPTEMBER;RUTE: A126;21;RUMAH TANGGA A;6;Gol. II;82
2024;SEPTEMBER;RUTE: A126;24;RUMAH TANGGA B;107;Gol. II;1310
2024;SEPTEMBER;RUTE: A126;25;RUMAH TANGGA C;1;Gol. II;12
2024;SEPTEMBER;RUTE: A126;31;NIAGA KECIL;9;Gol. III;109
2024;SEPTEMBER;RUTE: A127;21;RUMAH TANGGA A;8;Gol. II;58
2024;SEPTEMBER;RUTE: A127;24;RUMAH TANGGA B;8;Gol. II;101
2024;SEPTEMBER;RUTE: A127;31;NIAGA KECIL;1;Gol. III;3
2024;SEPTEMBER;RUTE: A128;21;RUMAH TANGGA A;33;Gol. II;407
2024;SEPTEMBER;RUTE: A128;24;RUMAH TANGGA B;16;Gol. II;222
2024;SEPTEMBER;RUTE: A129;15;SEKOLAH NEGERI;1;Gol. III;8
2024;SEPTEMBER;RUTE: A129;21;RUMAH TANGGA A;32;Gol. II;279
2024;SEPTEMBER;RUTE: A129;24;RUMAH TANGGA B;16;Gol. II;221
2024;SEPTEMBER;RUTE: A130;13;RUMAH IBADAH;4;Gol. I;199
2024;SEPTEMBER;RUTE: A130;15;SEKOLAH NEGERI;4;Gol. III;165
2024;SEPTEMBER;RUTE: A130;21;RUMAH TANGGA A;293;Gol. II;5294
2024;SEPTEMBER;RUTE: A130;23;RUMAH SAKIT PEMERINTAH;1;Gol. III;15
2024;SEPTEMBER;RUTE: A130;24;RUMAH TANGGA B;52;Gol. II;1046
2024;SEPTEMBER;RUTE: A130;25;RUMAH TANGGA C;1;Gol. II;32
2024;SEPTEMBER;RUTE: A130;26;RUMAH TANGGA D;1;Gol. II;4
2024;SEPTEMBER;RUTE: A130;31;NIAGA KECIL;72;Gol. III;1261
2024;SEPTEMBER;RUTE: A130;32;INSTANSI PEMERINTAH;2;Gol. III;37
2024;SEPTEMBER;RUTE: A131;21;RUMAH TANGGA A;5;Gol. II;130
2024;SEPTEMBER;RUTE: A131;24;RUMAH TANGGA B;4;Gol. II;34
2024;SEPTEMBER;RUTE: A131;31;NIAGA KECIL;4;Gol. III;86
2024;SEPTEMBER;RUTE: A132;21;RUMAH TANGGA A;4;Gol. II;75
2024;SEPTEMBER;RUTE: A132;24;RUMAH TANGGA B;3;Gol. II;52
2024;SEPTEMBER;RUTE: A132;25;RUMAH TANGGA C;1;Gol. II;12
2024;SEPTEMBER;RUTE: A132;31;NIAGA KECIL;2;Gol. III;22
2024;SEPTEMBER;RUTE: A133;21;RUMAH TANGGA A;16;Gol. II;185
2024;SEPTEMBER;RUTE: A133;24;RUMAH TANGGA B;9;Gol. II;111
2024;SEPTEMBER;RUTE: A134;21;RUMAH TANGGA A;25;Gol. II;444
2024;SEPTEMBER;RUTE: A134;24;RUMAH TANGGA B;1;Gol. II;0
2024;SEPTEMBER;RUTE: A135;21;RUMAH TANGGA A;8;Gol. II;144
2024;SEPTEMBER;RUTE: A135;24;RUMAH TANGGA B;2;Gol. II;19
2024;SEPTEMBER;RUTE: A136;21;RUMAH TANGGA A;10;Gol. II;63
2024;SEPTEMBER;RUTE: A136;24;RUMAH TANGGA B;6;Gol. II;30
2024;SEPTEMBER;RUTE: A136;31;NIAGA KECIL;1;Gol. III;4
2024;SEPTEMBER;RUTE: A137;21;RUMAH TANGGA A;44;Gol. II;604
2024;SEPTEMBER;RUTE: A137;24;RUMAH TANGGA B;3;Gol. II;76
2024;SEPTEMBER;RUTE: A138;24;RUMAH TANGGA B;52;Gol. II;770
2024;SEPTEMBER;RUTE: A139;13;RUMAH IBADAH;1;Gol. I;6
2024;SEPTEMBER;RUTE: A139;21;RUMAH TANGGA A;50;Gol. II;456
2024;SEPTEMBER;RUTE: A139;22;YAYASAN SOSIAL;1;Gol. I;11
2024;SEPTEMBER;RUTE: A139;24;RUMAH TANGGA B;24;Gol. II;276
2024;SEPTEMBER;RUTE: A139;32;INSTANSI PEMERINTAH;1;Gol. III;0
2024;SEPTEMBER;RUTE: A140;21;RUMAH TANGGA A;1;Gol. II;0
2024;SEPTEMBER;RUTE: A140;24;RUMAH TANGGA B;79;Gol. II;1095
2024;SEPTEMBER;RUTE: A140;31;NIAGA KECIL;2;Gol. III;8
2024;SEPTEMBER;RUTE: A141;21;RUMAH TANGGA A;3;Gol. II;30
2024;SEPTEMBER;RUTE: A141;24;RUMAH TANGGA B;134;Gol. II;1946
2024;SEPTEMBER;RUTE: A141;31;NIAGA KECIL;3;Gol. III;37
2024;SEPTEMBER;RUTE: A142;13;RUMAH IBADAH;1;Gol. I;32
2024;SEPTEMBER;RUTE: A142;15;SEKOLAH NEGERI;1;Gol. III;548
2024;SEPTEMBER;RUTE: A142;21;RUMAH TANGGA A;129;Gol. II;2358
2024;SEPTEMBER;RUTE: A142;24;RUMAH TANGGA B;12;Gol. II;220
2024;SEPTEMBER;RUTE: A142;31;NIAGA KECIL;4;Gol. III;48
2024;SEPTEMBER;RUTE: A142;32;INSTANSI PEMERINTAH;2;Gol. III;36
2024;SEPTEMBER;RUTE: A143;13;RUMAH IBADAH;2;Gol. I;69
2024;SEPTEMBER;RUTE: A143;21;RUMAH TANGGA A;36;Gol. II;669
2024;SEPTEMBER;RUTE: A143;24;RUMAH TANGGA B;58;Gol. II;978
2024;SEPTEMBER;RUTE: A143;31;NIAGA KECIL;3;Gol. III;24
2024;SEPTEMBER;RUTE: A143;33;NIAGA MENENGAH;1;Gol. III;483
2024;SEPTEMBER;RUTE: A144;21;RUMAH TANGGA A;68;Gol. II;850
2024;SEPTEMBER;RUTE: A144;24;RUMAH TANGGA B;3;Gol. II;27
2024;SEPTEMBER;RUTE: A145;21;RUMAH TANGGA A;55;Gol. II;1560
2024;SEPTEMBER;RUTE: A145;24;RUMAH TANGGA B;1;Gol. II;12
2024;SEPTEMBER;RUTE: A146;12;KAMAR MANDI UMUM;1;Gol. I;326
2024;SEPTEMBER;RUTE: A146;13;RUMAH IBADAH;1;Gol. I;843
2024;SEPTEMBER;RUTE: A146;15;SEKOLAH NEGERI;4;Gol. III;277
2024;SEPTEMBER;RUTE: A146;21;RUMAH TANGGA A;11;Gol. II;168
2024;SEPTEMBER;RUTE: A146;24;RUMAH TANGGA B;9;Gol. II;191
2024;SEPTEMBER;RUTE: A146;31;NIAGA KECIL;2;Gol. III;40
2024;SEPTEMBER;RUTE: A146;32;INSTANSI PEMERINTAH;33;Gol. III;3437
2024;SEPTEMBER;RUTE: A146;46;TNI / POLRI;1;Gol. III;28
2024;SEPTEMBER;RUTE: A147;21;RUMAH TANGGA A;53;Gol. II;403
2024;SEPTEMBER;RUTE: A147;24;RUMAH TANGGA B;56;Gol. II;753
2024;SEPTEMBER;RUTE: A148;21;RUMAH TANGGA A;65;Gol. II;551
2024;SEPTEMBER;RUTE: A148;22;YAYASAN SOSIAL;1;Gol. I;34
2024;SEPTEMBER;RUTE: A148;24;RUMAH TANGGA B;26;Gol. II;365
2024;SEPTEMBER;RUTE: A148;31;NIAGA KECIL;12;Gol. III;170
2024;SEPTEMBER;RUTE: A148;32;INSTANSI PEMERINTAH;2;Gol. III;101
2024;SEPTEMBER;RUTE: A149;21;RUMAH TANGGA A;1;Gol. II;33
2024;SEPTEMBER;RUTE: A149;24;RUMAH TANGGA B;4;Gol. II;80
2024;SEPTEMBER;RUTE: A149;31;NIAGA KECIL;1;Gol. III;43
2024;SEPTEMBER;RUTE: A150;21;RUMAH TANGGA A;51;Gol. II;572
2024;SEPTEMBER;RUTE: A150;24;RUMAH TANGGA B;3;Gol. II;55
2024;SEPTEMBER;RUTE: A151 ;21;RUMAH TANGGA A;27;Gol. II;267
2024;SEPTEMBER;RUTE: A152;11;HIDRAN UMUM;1;Gol. I;0
2024;SEPTEMBER;RUTE: A152;21;RUMAH TANGGA A;5;Gol. II;23
2024;SEPTEMBER;RUTE: A152;24;RUMAH TANGGA B;23;Gol. II;177
2024;SEPTEMBER;RUTE: A153;13;RUMAH IBADAH;1;Gol. I;25
2024;SEPTEMBER;RUTE: A153;21;RUMAH TANGGA A;77;Gol. II;851
2024;SEPTEMBER;RUTE: A153;24;RUMAH TANGGA B;20;Gol. II;326
2024;SEPTEMBER;RUTE: A153;32;INSTANSI PEMERINTAH;2;Gol. III;17
2024;SEPTEMBER;RUTE: A154;13;RUMAH IBADAH;1;Gol. I;46
2024;SEPTEMBER;RUTE: A154;21;RUMAH TANGGA A;28;Gol. II;298
2024;SEPTEMBER;RUTE: A154;24;RUMAH TANGGA B;30;Gol. II;432
2024;SEPTEMBER;RUTE: A154;25;RUMAH TANGGA C;1;Gol. II;10
2024;SEPTEMBER;RUTE: A154;31;NIAGA KECIL;8;Gol. III;128
2024;SEPTEMBER;RUTE: A154;44;KLINIK PEMERINTAH;1;Gol. III;6
2024;SEPTEMBER;RUTE: A155;13;RUMAH IBADAH;1;Gol. I;10
2024;SEPTEMBER;RUTE: A155;21;RUMAH TANGGA A;66;Gol. II;391
2024;SEPTEMBER;RUTE: A155;24;RUMAH TANGGA B;1;Gol. II;5
2024;SEPTEMBER;RUTE: HKM;46;TNI / POLRI;15;Gol. III;9707
2024;SEPTEMBER;RUTE: RSUD;23;RUMAH SAKIT PEMERINTAH;3;Gol. III;11610
2024;SEPTEMBER;RUTE: RSUD;32;INSTANSI PEMERINTAH;12;Gol. III;245
2024;SEPTEMBER;RUTE: RTN;32;INSTANSI PEMERINTAH;1;Gol. III;2671
2024;OKTOBER;RUTE: A101;13;RUMAH IBADAH;1;Gol. I;145
2024;OKTOBER;RUTE: A101;15;SEKOLAH NEGERI;1;Gol. III;102
2024;OKTOBER;RUTE: A101;21;RUMAH TANGGA A;115;Gol. II;2257
2024;OKTOBER;RUTE: A101;24;RUMAH TANGGA B;70;Gol. II;1313
2024;OKTOBER;RUTE: A101;25;RUMAH TANGGA C;4;Gol. II;109
2024;OKTOBER;RUTE: A101;31;NIAGA KECIL;206;Gol. III;4461
2024;OKTOBER;RUTE: A101;32;INSTANSI PEMERINTAH;6;Gol. III;350
2024;OKTOBER;RUTE: A101;33;NIAGA MENENGAH;3;Gol. III;220
2024;OKTOBER;RUTE: A101;36;FIRE HYDRANT;3;Gol. I;30
2024;OKTOBER;RUTE: A102;13;RUMAH IBADAH;1;Gol. I;0
2024;OKTOBER;RUTE: A102;21;RUMAH TANGGA A;190;Gol. II;3124
2024;OKTOBER;RUTE: A102;24;RUMAH TANGGA B;41;Gol. II;811
2024;OKTOBER;RUTE: A102;25;RUMAH TANGGA C;2;Gol. II;49
2024;OKTOBER;RUTE: A102;31;NIAGA KECIL;35;Gol. III;612
2024;OKTOBER;RUTE: A102;32;INSTANSI PEMERINTAH;2;Gol. III;14
2024;OKTOBER;RUTE: A102;48;NIAGA BESAR;1;Gol. III;813
2024;OKTOBER;RUTE: A103;13;RUMAH IBADAH;1;Gol. I;59
2024;OKTOBER;RUTE: A103;21;RUMAH TANGGA A;167;Gol. II;2149
2024;OKTOBER;RUTE: A103;24;RUMAH TANGGA B;16;Gol. II;181
2024;OKTOBER;RUTE: A103;25;RUMAH TANGGA C;1;Gol. II;18
2024;OKTOBER;RUTE: A103;31;NIAGA KECIL;1;Gol. III;0
2024;OKTOBER;RUTE: A103;32;INSTANSI PEMERINTAH;1;Gol. III;31
2024;OKTOBER;RUTE: A104;13;RUMAH IBADAH;2;Gol. I;87
2024;OKTOBER;RUTE: A104;15;SEKOLAH NEGERI;1;Gol. III;54
2024;OKTOBER;RUTE: A104;21;RUMAH TANGGA A;517;Gol. II;8885
2024;OKTOBER;RUTE: A104;22;YAYASAN SOSIAL;3;Gol. I;282
2024;OKTOBER;RUTE: A104;24;RUMAH TANGGA B;432;Gol. II;7227
2024;OKTOBER;RUTE: A104;25;RUMAH TANGGA C;36;Gol. II;1163
2024;OKTOBER;RUTE: A104;26;RUMAH TANGGA D;5;Gol. II;105
2024;OKTOBER;RUTE: A104;31;NIAGA KECIL;11;Gol. III;355
2024;OKTOBER;RUTE: A104;32;INSTANSI PEMERINTAH;3;Gol. III;229
2024;OKTOBER;RUTE: A104;33;NIAGA MENENGAH;1;Gol. III;246
2024;OKTOBER;RUTE: A105;13;RUMAH IBADAH;2;Gol. I;123
2024;OKTOBER;RUTE: A105;21;RUMAH TANGGA A;163;Gol. II;2294
2024;OKTOBER;RUTE: A105;24;RUMAH TANGGA B;67;Gol. II;938
2024;OKTOBER;RUTE: A105;25;RUMAH TANGGA C;2;Gol. II;34
2024;OKTOBER;RUTE: A105;26;RUMAH TANGGA D;2;Gol. II;33
2024;OKTOBER;RUTE: A105;31;NIAGA KECIL;4;Gol. III;30
2024;OKTOBER;RUTE: A106;21;RUMAH TANGGA A;96;Gol. II;1292
2024;OKTOBER;RUTE: A106;22;YAYASAN SOSIAL;3;Gol. I;89
2024;OKTOBER;RUTE: A106;24;RUMAH TANGGA B;8;Gol. II;162
2024;OKTOBER;RUTE: A106;25;RUMAH TANGGA C;3;Gol. II;30
2024;OKTOBER;RUTE: A107;13;RUMAH IBADAH;2;Gol. I;52
2024;OKTOBER;RUTE: A107;21;RUMAH TANGGA A;25;Gol. II;423
2024;OKTOBER;RUTE: A107;24;RUMAH TANGGA B;160;Gol. II;3041
2024;OKTOBER;RUTE: A107;25;RUMAH TANGGA C;14;Gol. II;353
2024;OKTOBER;RUTE: A107;26;RUMAH TANGGA D;1;Gol. II;30
2024;OKTOBER;RUTE: A107;31;NIAGA KECIL;6;Gol. III;265
2024;OKTOBER;RUTE: A107;36;FIRE HYDRANT;1;Gol. I;10
2024;OKTOBER;RUTE: A108;13;RUMAH IBADAH;1;Gol. I;7
2024;OKTOBER;RUTE: A108;15;SEKOLAH NEGERI;1;Gol. III;6
2024;OKTOBER;RUTE: A108;21;RUMAH TANGGA A;68;Gol. II;1351
2024;OKTOBER;RUTE: A108;22;YAYASAN SOSIAL;1;Gol. I;21
2024;OKTOBER;RUTE: A108;24;RUMAH TANGGA B;283;Gol. II;4849
2024;OKTOBER;RUTE: A108;25;RUMAH TANGGA C;2;Gol. II;45
2024;OKTOBER;RUTE: A108;31;NIAGA KECIL;35;Gol. III;537
2024;OKTOBER;RUTE: A108;32;INSTANSI PEMERINTAH;9;Gol. III;232
2024;OKTOBER;RUTE: A108;46;TNI / POLRI;1;Gol. III;21
2024;OKTOBER;RUTE: A109;21;RUMAH TANGGA A;71;Gol. II;1103
2024;OKTOBER;RUTE: A109;22;YAYASAN SOSIAL;1;Gol. I;45
2024;OKTOBER;RUTE: A109;24;RUMAH TANGGA B;80;Gol. II;1309
2024;OKTOBER;RUTE: A109;25;RUMAH TANGGA C;2;Gol. II;14
2024;OKTOBER;RUTE: A109;31;NIAGA KECIL;6;Gol. III;309
2024;OKTOBER;RUTE: A109;32;INSTANSI PEMERINTAH;1;Gol. III;35
2024;OKTOBER;RUTE: A110;11;HIDRAN UMUM;1;Gol. I;17
2024;OKTOBER;RUTE: A110;13;RUMAH IBADAH;2;Gol. I;57
2024;OKTOBER;RUTE: A110;14;PANTI ASUHAN;1;Gol. I;57
2024;OKTOBER;RUTE: A110;15;SEKOLAH NEGERI;4;Gol. III;173
2024;OKTOBER;RUTE: A110;21;RUMAH TANGGA A;192;Gol. II;2817
2024;OKTOBER;RUTE: A110;22;YAYASAN SOSIAL;3;Gol. I;119
2024;OKTOBER;RUTE: A110;24;RUMAH TANGGA B;54;Gol. II;958
2024;OKTOBER;RUTE: A110;25;RUMAH TANGGA C;2;Gol. II;93
2024;OKTOBER;RUTE: A110;26;RUMAH TANGGA D;1;Gol. II;130
2024;OKTOBER;RUTE: A110;31;NIAGA KECIL;2;Gol. III;29
2024;OKTOBER;RUTE: A111;13;RUMAH IBADAH;5;Gol. I;181
2024;OKTOBER;RUTE: A111;15;SEKOLAH NEGERI;4;Gol. III;232
2024;OKTOBER;RUTE: A111;21;RUMAH TANGGA A;117;Gol. II;2385
2024;OKTOBER;RUTE: A111;24;RUMAH TANGGA B;253;Gol. II;4009
2024;OKTOBER;RUTE: A111;25;RUMAH TANGGA C;5;Gol. II;71
2024;OKTOBER;RUTE: A111;26;RUMAH TANGGA D;1;Gol. II;14
2024;OKTOBER;RUTE: A111;31;NIAGA KECIL;43;Gol. III;856
2024;OKTOBER;RUTE: A111;32;INSTANSI PEMERINTAH;7;Gol. III;414
2024;OKTOBER;RUTE: A111;33;NIAGA MENENGAH;1;Gol. III;129
2024;OKTOBER;RUTE: A112;13;RUMAH IBADAH;2;Gol. I;1
2024;OKTOBER;RUTE: A112;15;SEKOLAH NEGERI;1;Gol. III;127
2024;OKTOBER;RUTE: A112;21;RUMAH TANGGA A;181;Gol. II;2078
2024;OKTOBER;RUTE: A112;22;YAYASAN SOSIAL;1;Gol. I;0
2024;OKTOBER;RUTE: A112;23;RUMAH SAKIT PEMERINTAH;1;Gol. III;41
2024;OKTOBER;RUTE: A112;24;RUMAH TANGGA B;76;Gol. II;1094
2024;OKTOBER;RUTE: A112;31;NIAGA KECIL;15;Gol. III;231
2024;OKTOBER;RUTE: A112;32;INSTANSI PEMERINTAH;1;Gol. III;0
2024;OKTOBER;RUTE: A113;11;HIDRAN UMUM;1;Gol. I;1
2024;OKTOBER;RUTE: A113;13;RUMAH IBADAH;3;Gol. I;53
2024;OKTOBER;RUTE: A113;15;SEKOLAH NEGERI;2;Gol. III;20
2024;OKTOBER;RUTE: A113;21;RUMAH TANGGA A;253;Gol. II;2906
2024;OKTOBER;RUTE: A113;22;YAYASAN SOSIAL;3;Gol. I;16
2024;OKTOBER;RUTE: A113;24;RUMAH TANGGA B;110;Gol. II;1980
2024;OKTOBER;RUTE: A113;25;RUMAH TANGGA C;4;Gol. II;113
2024;OKTOBER;RUTE: A113;31;NIAGA KECIL;38;Gol. III;554
2024;OKTOBER;RUTE: A113;32;INSTANSI PEMERINTAH;3;Gol. III;65
2024;OKTOBER;RUTE: A114;13;RUMAH IBADAH;2;Gol. I;3
2024;OKTOBER;RUTE: A114;15;SEKOLAH NEGERI;1;Gol. III;20
2024;OKTOBER;RUTE: A114;21;RUMAH TANGGA A;48;Gol. II;574
2024;OKTOBER;RUTE: A114;24;RUMAH TANGGA B;106;Gol. II;1282
